Title,Priority,Precondition,Description,CreatedAt,UpdatedAt,ModuleID,TestPlanID
Verify login with invalid credentials,Medium,User is on the checkout page,Enter invalid data and verify error message.,2021-07-11T15:38:29Z,2024-02-10T01:04:32Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1a
Verify user can add product to cart,High,User has items in the shopping cart,Check if product availability status is updated in real-time.,2021-07-21T09:04:58Z,2023-12-01T19:42:15Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify currency conversion accuracy for EUR to USD,High,User is on the checkout page,Enter valid data and verify successful registration.,2021-01-29T07:58:19Z,2024-02-17T17:18:04Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1a
Verify registration with valid data,Medium,User is on the checkout page,Check if product images are displayed correctly and in high resolution.,2022-06-09T15:30:09Z,2024-03-03T20:38:42Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify search functionality handles empty query,Medium,User is on the login page,Enter USD amount and verify accurate conversion to EUR.,2021-06-16T19:23:58Z,2024-06-11T22:38:49Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify product reviews are displayed correctly,Medium,User is on the currency conversion page,Enter search query and verify correct products are displayed.,2021-07-25T06:49:40Z,2023-12-08T11:16:48Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify user can complete purchase,Medium,User is on the login page,Enter EUR amount and verify accurate conversion to USD.,2022-11-03T20:44:33Z,2023-09-13T04:21:57Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify currency conversion accuracy for USD to EUR,High,User is on the checkout page,Enter valid payment details and verify successful purchase completion.,2022-10-02T16:41:57Z,2023-03-23T03:12:11Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify product details are displayed correctly,High,User is on the login page,Leave search query empty and verify appropriate message is displayed.,2021-10-19T20:54:43Z,2023-04-10T05:56:17Z,666017adf902b,66601d7f32c5408430429d1a
Verify currency conversion accuracy for EUR to USD,Medium,User is on the product search page,Enter invalid data and verify error message.,2021-11-25T14:54:37Z,2024-01-27T00:34:15Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify product availability status is accurate,High,User is on the product details page,Enter EUR amount and verify accurate conversion to USD.,2022-09-30T17:16:32Z,2024-07-26T23:51:10Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify product details are displayed correctly,Low,User is on the product search page,Check if product price is displayed accurately with correct currency format.,2021-11-01T23:02:26Z,2023-04-16T03:31:32Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify currency conversion accuracy for USD to EUR,High,User has items in the shopping cart,Check if product images are displayed correctly and in high resolution.,2022-10-23T17:11:45Z,2024-05-11T06:31:48Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify search functionality returns correct results,Low,User is on the product search page,View product reviews and verify they are displayed correctly.,2022-11-25T17:11:30Z,2023-01-11T05:31:02Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify product reviews are displayed correctly,High,User is on the login page,View product reviews and verify they are displayed correctly.,2021-03-22T02:17:34Z,2023-03-14T07:44:59Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify login with invalid credentials,High,User is on the product details page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2021-08-06T09:59:34Z,2024-04-22T17:39:17Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1a
Verify product price is displayed correctly,Low,User is on the registration page,Check if product reviews are sorted by date in descending order.,2022-01-10T17:25:11Z,2023-02-05T16:10:59Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify product reviews are displayed correctly,Low,User is on the registration page,Enter valid data and verify successful registration.,2021-04-10T23:35:08Z,2023-07-17T16:36:52Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify product reviews are sorted by date,High,User is on the product search page,View product details and verify all information is displayed correctly.,2021-03-15T06:09:20Z,2023-01-28T17:34:17Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify user can proceed to checkout,Medium,User is on the checkout page,Check if product availability status is updated in real-time.,2022-05-12T11:21:05Z,2024-01-09T00:27:24Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify search functionality returns correct results,High,User is on the product search page,Enter invalid product ID and verify appropriate message is displayed.,2022-05-14T01:12:13Z,2023-01-15T12:41:05Z,666017adf902bdf00016abc6,66601d7f32c5408430429d19
Verify search functionality handles empty query,High,User is on the currency conversion page,View product details and verify all information is displayed correctly.,2022-10-16T07:32:12Z,2023-06-23T01:51:49Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify product details are displayed correctly,High,User is on the product details page,Check if product reviews are sorted by date in descending order.,2022-09-13T04:20:03Z,2024-06-25T02:38:02Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1a
Verify product reviews are displayed correctly,High,User is on the currency conversion page,Enter invalid data and verify error message.,2022-02-06T10:35:03Z,2023-05-11T09:05:24Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify user can remove product from cart,Low,User is on the registration page,Enter invalid product ID and verify appropriate message is displayed.,2022-08-21T03:50:26Z,2023-03-11T03:25:45Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify registration with invalid data,Medium,User is on the registration page,Attempt to add product to cart and verify success message is displayed.,2022-07-29T14:40:39Z,2024-01-21T22:47:28Z,666017adf902b,66601d7f32c5408430429d1b
Verify user can add product to cart,Low,User has items in the shopping cart,Enter EUR amount and verify accurate conversion to USD.,2021-07-03T23:28:56Z,2023-02-12T06:57:49Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify product price is displayed correctly,High,User is on the registration page,Enter invalid product ID and verify appropriate message is displayed.,2022-10-01T06:51:30Z,2023-02-09T20:42:05Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify currency conversion accuracy for EUR to USD,Medium,User is on the product search page,Enter valid data and verify successful registration.,2021-01-12T15:32:53Z,2023-12-14T19:42:38Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify product reviews are sorted by date,Low,User is on the registration page,View product reviews and verify they are displayed correctly.,2022-05-24T12:48:52Z,2023-08-14T02:50:12Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1b
Verify registration with invalid data,High,User has items in the shopping cart,Enter valid username and password and verify successful login.,2021-11-15T23:06:34Z,2023-12-01T11:08:00Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1a
Verify login with invalid credentials,Medium,User is on the registration page,Enter invalid username and password and verify error message.,2021-01-13T20:18:14Z,2023-04-02T17:24:07Z,666017adf902bdf00016abc4,66601d7f32c5408430429d19
Verify product details are displayed correctly,High,User is on the login page,Enter invalid username and password and verify error message.,2022-06-25T18:47:57Z,2024-08-12T15:47:46Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify product availability status is accurate,Medium,User is on the currency conversion page,Leave search query empty and verify appropriate message is displayed.,2022-04-25T07:08:07Z,2023-06-21T05:30:20Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify search functionality handles empty query,Medium,User is on the currency conversion page,Check if product images are displayed correctly and in high resolution.,2022-09-07T16:49:53Z,2023-02-23T00:27:40Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify product reviews are displayed correctly,Medium,User is on the registration page,Enter invalid data and verify error message.,2021-11-05T14:36:58Z,2023-12-09T09:28:13Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1a
Verify user can complete purchase,High,User is on the checkout page,Leave search query empty and verify appropriate message is displayed.,2021-04-20T11:22:04Z,2023-01-21T10:05:54Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify product details are displayed correctly,Low,User is on the currency conversion page,Leave search query empty and verify appropriate message is displayed.,2022-05-16T09:05:12Z,2023-03-19T06:47:17Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify user can proceed to checkout,Low,User has items in the shopping cart,Enter USD amount and verify accurate conversion to EUR.,2022-02-27T23:26:51Z,2023-09-25T07:39:39Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify user can proceed to checkout,Low,User has items in the shopping cart,Enter search query and verify correct products are displayed.,2022-05-14T02:31:15Z,2024-03-26T09:53:15Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify product images are displayed correctly,Medium,User is on the checkout page,Enter invalid data and verify error message.,2021-12-21T08:49:26Z,2023-03-14T22:12:21Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify currency conversion accuracy for USD to EUR,Medium,User is on the login page,Enter EUR amount and verify accurate conversion to USD.,2021-03-11T00:45:27Z,2023-07-27T16:13:01Z,666017adf902bdf00016abc4,66601d7f32c5408430429d19
Verify user can remove product from cart,Medium,User is on the checkout page,View product reviews and verify they are displayed correctly.,2022-11-19T06:08:41Z,2024-07-27T03:07:49Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify user can proceed to checkout,Low,User is on the currency conversion page,Check if product images are displayed correctly and in high resolution.,2021-05-03T21:26:49Z,2024-04-17T17:41:37Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify user can apply discount code,Low,User is on the product details page,Leave search query empty and verify appropriate message is displayed.,2022-03-09T00:04:04Z,2023-01-14T16:39:20Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify search functionality handles empty query,High,User is on the product search page,View product details and verify all information is displayed correctly.,2021-08-16T17:20:44Z,2023-12-24T19:41:19Z,666017adf902bdf00016abc6,66601d7f32c5408430429d19
Verify product reviews are displayed correctly,Medium,User is on the product search page,Enter invalid product ID and verify appropriate message is displayed.,2022-06-28T12:20:36Z,2023-06-23T01:35:25Z,666017adf902b,66601d7f32c5408430429d1b
Verify login with valid credentials,High,User has items in the shopping cart,Enter valid data and verify successful registration.,2022-08-15T23:50:12Z,2024-08-08T13:40:04Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify currency conversion accuracy for USD to EUR,Medium,User has items in the shopping cart,Enter invalid data and verify error message.,2021-12-31T00:08:47Z,2023-01-04T00:23:58Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1b
Verify product images are displayed correctly,Medium,User is on the login page,Check if product price is displayed accurately with correct currency format.,2022-08-31T20:39:03Z,2023-07-03T09:34:57Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify user can proceed to checkout,Medium,User is on the checkout page,Attempt to remove product from cart and verify success message is displayed.,2022-05-07T19:33:17Z,2023-09-04T16:15:05Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify product details page handles invalid product ID,High,User is on the checkout page,Check if product reviews are sorted by date in descending order.,2022-08-21T10:05:41Z,2024-06-27T15:16:54Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify search functionality returns correct results,Medium,User is on the registration page,Enter invalid data and verify error message.,2022-06-17T18:52:25Z,2024-08-15T06:55:24Z,666017adf902bdf00016abc5,66601d7f32c5408430429d19
